,Tweet,Affect Dimension,emojis,Emoji Sentiment,puretext,c_emojis,stweets
23594,doesnt chip doesnt dull gone looking perfect time gone grown  😂 ,2,😂,1.0,doesnt chip doesnt dull gone looking perfect time gone grown   ,😂,doesnt chip doesnt dull gone looking perfect time gone grown   😂  
23595,i miss social media place jump depressing  😞 ,2,😞,-1.0,i miss social media place jump depressing   ,,i miss social media place jump depressing   😞  
23607,dont early overwhelming reading use cue  😊  better,2,😊,0.5,dont early overwhelming reading use cue    better,😊,dont early overwhelming reading use cue   😊   better
23645,terrific hope  😴  it crushing defeat he dejected,0,😴,0.0,terrific hope    it crushing defeat he dejected,,terrific hope   😴   it crushing defeat he dejected
23647,phone alway  😒  startle know mean,0,😒,-0.5,phone alway    startle know mean,,phone alway   😒   startle know mean
23649,poor it summer i saw skin  😰 ,0,😰,-1.0,poor it summer i saw skin   ,😰,poor it summer i saw skin   😰  
23655,best great watch u big sir tremendous boom boom  😍 ,0,😍,1.0,best great watch u big sir tremendous boom boom   ,😍,best great watch u big sir tremendous boom boom   😍  
23656, ☹ ,0,☹,0.0,  ,☹,  ☹  
23659,offense love k culture u love want  💖  personally want know,0,💖,0.0,offense love k culture u love want    personally want know,💖,offense love k culture u love want   💖   personally want know
23690,i wished  😭 ,0,😭,-1.0,i wished   ,😭,i wished   😭  
23694,awe thanks  😊 ,0,😊,0.5,awe thanks   ,😊,awe thanks   😊  
23695,dull moment u  💕 ,0,💕,0.0,dull moment u   ,💕,dull moment u   💕  
23705,dear god  😱 ,0,😱,-1.0,dear god   ,😱,dear god   😱  
23716,man i hate i aint watch  😤 ,0,😤,-1.0,man i hate i aint watch   ,😤,man i hate i aint watch   😤  
23746,mean overprice threat look  😂 ,0,😂,1.0,mean overprice threat look   ,😂,mean overprice threat look   😂  
23747,point sa di jud di jud  ☹  ga ta  😭 ,0,☹ 😭,-0.5,point sa di jud di jud    ga ta   ,☹ 😭,point sa di jud di jud   ☹   ga ta   😭  
23748,strapless wedding look awful people hough great  👌🏼 ,0,👌 🏼,0.0,strapless wedding look awful people hough great   ,,strapless wedding look awful people hough great   👌  🏼  
23749,bully  😩 ,0,😩,-1.0,bully   ,😩,bully   😩  
23751,read laying sort forget boiling sun sweat poring face  🙌 ,0,🙌,0.0,read laying sort forget boiling sun sweat poring face   ,,read laying sort forget boiling sun sweat poring face   🙌  
23765,potentially going holiday days fit time panic  🤔 ,0,🤔,0.0,potentially going holiday days fit time panic   ,,potentially going holiday days fit time panic   🤔  
23770,you wrong dont fret  😟 ,0,😟,-1.0,you wrong dont fret   ,,you wrong dont fret   😟  
23773,an ignominious end digital  😱  everyone phone,0,😱,-1.0,an ignominious end digital    everyone phone,😱,an ignominious end digital   😱   everyone phone
23787,i lots roller skate new different sizes every single screw  😭 ,0,😭,-1.0,i lots roller skate new different sizes every single screw   ,😭,i lots roller skate new different sizes every single screw   😭  
23833,motivation fear  ✨ ,0,✨,0.0,motivation fear   ,,motivation fear   ✨  
23835,i want friendship group like  😧 ,0,😧,-1.0,i want friendship group like   ,😧,i want friendship group like   😧  
23844,i hope dont animosity new  🙇🏽‍♀️ ,0,🙇 🏽 ♀,0.0,i hope dont animosity new  ‍️ ,,i hope dont animosity new   🙇  🏽 ‍ ♀ ️ 
23858,looking cross wince  😂 ,0,😂,1.0,looking cross wince   ,😂,looking cross wince   😂  
23869,not room  😱 ,0,😱,-1.0,not room   ,😱,not room   😱  
23891,may god grant ability his unfailing love earth  🌏  awe,0,🌏,0.0,may god grant ability his unfailing love earth    awe,,may god grant ability his unfailing love earth   🌏   awe
23898,sorry i dont know i know  😂  but sadly it wont create account,0,😂,1.0,sorry i dont know i know    but sadly it wont create account,😂,sorry i dont know i know   😂   but sadly it wont create account
23899,feeling blind new specs  😰 ,0,😰,-1.0,feeling blind new specs   ,😰,feeling blind new specs   😰  
23901,i mico  😭 ,0,😭,-1.0,i mico   ,😭,i mico   😭  
23907,i hope dont release horrendous looking copper color might walk pocket  😂 ,0,😂,1.0,i hope dont release horrendous looking copper color might walk pocket   ,😂,i hope dont release horrendous looking copper color might walk pocket   😂  
23924,writing disturbing mind writing shudder  😒 ,0,😒,-0.5,writing disturbing mind writing shudder   ,,writing disturbing mind writing shudder   😒  
23926,when working shopping prime instead  😦 ,0,😦,-0.5,when working shopping prime instead   ,😦,when working shopping prime instead   😦  
23939,do fall asleep set alarm lord wakes time anyways  🙌🏻 ,0,🙌 🏻,0.0,do fall asleep set alarm lord wakes time anyways   ,,do fall asleep set alarm lord wakes time anyways   🙌  🏻  
23945,dismayed decision pull eu may rejoin  😉 ,0,😉,0.5,dismayed decision pull eu may rejoin   ,😉,dismayed decision pull eu may rejoin   😉  
23957,easy unhappy  😐 ,0,😐,0.0,easy unhappy   ,😐,easy unhappy   😐  
23963,my main concern wife thats stuck strong  😟 ,0,😟,-1.0,my main concern wife thats stuck strong   ,,my main concern wife thats stuck strong   😟  
23964, ☹ ,0,☹,0.0,  ,☹,  ☹  
23979,fail need now  😢 ,0,😢,-1.0,fail need now   ,😢,fail need now   😢  
23996,ill question ready its directed dont shy respond  😀 ,0,😀,1.0,ill question ready its directed dont shy respond   ,😀,ill question ready its directed dont shy respond   😀  
23997,evening  😍  such incredible slick choreography holy moly awe,0,😍,1.0,evening    such incredible slick choreography holy moly awe,😍,evening   😍   such incredible slick choreography holy moly awe
23999,oh  😍  evolution,0,😍,1.0,oh    evolution,😍,oh   😍   evolution
24000,fell sofa laughing point the wee jump  😭 ,0,😭,-1.0,fell sofa laughing point the wee jump   ,😭,fell sofa laughing point the wee jump   😭  
24021,man  😡  face head hurting,0,😡,-1.0,man    face head hurting,😡,man   😡   face head hurting
24022,tip day dont filling cavity  😰 ,0,😰,-1.0,tip day dont filling cavity   ,😰,tip day dont filling cavity   😰  
24039,power hungry people fearful wouldnt chill  👏 ,0,👏,0.0,power hungry people fearful wouldnt chill   ,,power hungry people fearful wouldnt chill   👏  
24048,again headache  😰 ,0,😰,-1.0,again headache   ,😰,again headache   😰  
24055,these terrible  😂  thats  🤷🏾‍♀️ ,0,😂 🤷 🏾 ♀,0.25,these terrible    thats  ‍️ ,😂,these terrible   😂   thats   🤷  🏾 ‍ ♀ ️ 
24064,watching night smoke tense sound effects lively commentary boring dull  🙈 ,0,🙈,0.0,watching night smoke tense sound effects lively commentary boring dull   ,,watching night smoke tense sound effects lively commentary boring dull   🙈  
24067,once ill graduate i hope ill time start learning long  😢 ,0,😢,-1.0,once ill graduate i hope ill time start learning long   ,😢,once ill graduate i hope ill time start learning long   😢  
24068,day  😱 ,0,😱,-1.0,day   ,😱,day   😱  
24076,all great news hurting folk happy  😊 ,0,😊,0.5,all great news hurting folk happy   ,😊,all great news hurting folk happy   😊  
24077,i hope didnt scare people figure midnight  😂 ,0,😂,1.0,i hope didnt scare people figure midnight   ,😂,i hope didnt scare people figure midnight   😂  
24082,i didnt we went got local instead  😄 ,0,😄,1.0,i didnt we went got local instead   ,😄,i didnt we went got local instead   😄  
24104,it wasnt enough  😢 ,0,😢,-1.0,it wasnt enough   ,😢,it wasnt enough   😢  
24118,lever decompression lever oil pump clutch  😱 ,0,😱,-1.0,lever decompression lever oil pump clutch   ,😱,lever decompression lever oil pump clutch   😱  
24125,havent speak calling trip terrible  🙃 ,0,🙃,0.5,havent speak calling trip terrible   ,,havent speak calling trip terrible   🙃  
24131,i think i anger  😐 ,0,😐,0.0,i think i anger   ,😐,i think i anger   😐  
24140,feeling existential dread bash mass surveillance  🌱 ,0,🌱,0.0,feeling existential dread bash mass surveillance   ,,feeling existential dread bash mass surveillance   🌱  
24153,low key molly like point prove  😂  insecure,0,😂,1.0,low key molly like point prove    insecure,😂,low key molly like point prove   😂   insecure
24156,poetry love  ❤️  i love heart i love soul i love real i shy,0,❤,0.0,poetry love  ️  i love heart i love soul i love real i shy,❤,poetry love   ❤ ️  i love heart i love soul i love real i shy
24162,i wake alarm goes  🙄 ,0,🙄,-0.5,i wake alarm goes   ,,i wake alarm goes   🙄  
24165,i think i tomorrow i aint ready  😥 ,0,😥,-0.5,i think i tomorrow i aint ready   ,😥,i think i tomorrow i aint ready   😥  
24196,well new aa advert absolutely terrifying  😭  creepy possessed,0,😭,-1.0,well new aa advert absolutely terrifying    creepy possessed,😭,well new aa advert absolutely terrifying   😭   creepy possessed
24200, 😱  thats terrible,0,😱,-1.0,   thats terrible,😱,  😱   thats terrible
24202,sick w my ex na getting crap you like month  😂 ,0,😂,1.0,sick w my ex na getting crap you like month   ,😂,sick w my ex na getting crap you like month   😂  
24228,received award work today doesnt mean i need stage good thanks let work shaking  😳 ,0,😳,0.0,received award work today doesnt mean i need stage good thanks let work shaking   ,,received award work today doesnt mean i need stage good thanks let work shaking   😳  
24235,air disrespectful  😡 ,0,😡,-1.0,air disrespectful   ,😡,air disrespectful   😡  
24245,i woke moody gon die today  😠 ,0,😠,-1.0,i woke moody gon die today   ,😠,i woke moody gon die today   😠  
24248,i thought cried relative death know truth i burst  😂 ,0,😂,1.0,i thought cried relative death know truth i burst   ,😂,i thought cried relative death know truth i burst   😂  
24251,good thats step step start spare horror  😂 ,0,😂,1.0,good thats step step start spare horror   ,😂,good thats step step start spare horror   😂  
24260,u posting gym week ur buy  😂  ur willing lie,0,😂,1.0,u posting gym week ur buy    ur willing lie,😂,u posting gym week ur buy   😂   ur willing lie
24267,karma real bitch mean horrid paying price  😂 ,0,😂,0.3333333333333333,karma real bitch mean horrid paying price   ,😂,karma real bitch mean horrid paying price   😂  
24276,ugh not vile men  😱 ,0,😱,-1.0,ugh not vile men   ,😱,ugh not vile men   😱  
24280,getting mad like like  🤣 ,0,🤣,1.0,getting mad like like   ,,getting mad like like   🤣  
24281,wanting shoot waterfall i saw snake river  🙁 ,0,🙁,-0.5,wanting shoot waterfall i saw snake river   ,,wanting shoot waterfall i saw snake river   🙁  
24287,when work button comes shorts  😐  fatty,0,😐,0.0,when work button comes shorts    fatty,😐,when work button comes shorts   😐   fatty
24292,actually miss lot  😰 ,0,😰,-1.0,actually miss lot   ,😰,actually miss lot   😰  
24299, 😱  mind te,0,😱,-0.3571428571428571,   mind te,😱,  😱   mind te
24306,lady literally  🙃 ,0,🙃,0.5,lady literally   ,,lady literally   🙃  
24315,which try  😱  i tried different obscure worked,0,😱,-1.0,which try    i tried different obscure worked,😱,which try   😱   i tried different obscure worked
24318,the hotel alarm clock going morning unplug  😤 ,0,😤,-1.0,the hotel alarm clock going morning unplug   ,😤,the hotel alarm clock going morning unplug   😤  
24324,girl on teen screaming dilated  😭  i i wouldnt water,0,😭,-1.0,girl on teen screaming dilated    i i wouldnt water,😭,girl on teen screaming dilated   😭   i i wouldnt water
24341,so exhausted i  😭 ,0,😭,-1.0,so exhausted i   ,😭,so exhausted i   😭  
24342,fan i hate joe buck glad old  😂  bitter,0,😂,1.0,fan i hate joe buck glad old    bitter,😂,fan i hate joe buck glad old   😂   bitter
24364,me start semester mids passing quit  😡 ,0,😡,-1.0,me start semester mids passing quit   ,😡,me start semester mids passing quit   😡  
24373,know  😰 ,0,😰,-1.0,know   ,😰,know   😰  
24384,people worst going tell i know bout life thats i i care  😤 ,0,😤,-1.0,people worst going tell i know bout life thats i i care   ,😤,people worst going tell i know bout life thats i i care   😤  
24408,how attend men  😱 ,0,😱,-1.0,how attend men   ,😱,how attend men   😱  
24411,horrible interview u talk paper bag u dont buy crap coming ur mouth  👎 ,0,👎,0.0,horrible interview u talk paper bag u dont buy crap coming ur mouth   ,,horrible interview u talk paper bag u dont buy crap coming ur mouth   👎  
24412,they days bleak  😬 ,0,😬,-0.5,they days bleak   ,😬,they days bleak   😬  
24424,poor dogs have bite sun bitch  😠 ,0,😠,-1.0,poor dogs have bite sun bitch   ,😠,poor dogs have bite sun bitch   😠  
24428,picture  😰 ,0,😰,-1.0,picture   ,😰,picture   😰  
24435,battery drain red hot  🙁 ,0,🙁,-0.5,battery drain red hot   ,,battery drain red hot   🙁  
24436,when dread going work early morning come home happy smiling  💕   😎 ,0,💕 😎,0.5,when dread going work early morning come home happy smiling      ,💕 😎,when dread going work early morning come home happy smiling   💕     😎  
24449,chose right  😰 ,0,😰,-1.0,chose right   ,😰,chose right   😰  
24450,probably choice frankly kind  😲 ,0,😲,0.0,probably choice frankly kind   ,,probably choice frankly kind   😲  
